iter	Passed	Remaining
517	16650	15493
518	16676	15455
519	16706	15421
520	16733	15384
521	16759	15347
522	16787	15311
523	16816	15276
524	16844	15239
525	16871	15203
526	16898	15166
527	16926	15130
528	16953	15095
529	16985	15062
530	17022	15035
531	17050	14999
532	17077	14963
533	17104	14926
534	17132	14890
535	17158	14853
536	17184	14816
537	17211	14780
538	17238	14743
539	17265	14707
540	17292	14671
541	17318	14634
542	17344	14597
543	17371	14561
544	17397	14524
545	17423	14487
546	17450	14451
547	17476	14415
548	17502	14378
549	17529	14341
550	17628	14364
551	17662	14335
552	17695	14303
553	17722	14267
554	17749	14231
555	17774	14194
556	17803	14159
557	17830	14123
558	17858	14088
559	17885	14052
560	17911	14016
561	17938	13980
562	17963	13943
563	17990	13907
564	18016	13870
565	18042	13835
566	18073	13802
567	18103	13768
568	18133	13735
569	18160	13700
570	18190	13666
571	18219	13632
572	18251	13600
573	18280	13566
574	18309	13533
575	18336	13497
576	18364	13463
577	18390	13426
578	18417	13391
579	18444	13356
580	18471	13321
581	18498	13285
582	18525	13250
583	18553	13215
584	18585	13184
585	18614	13150
586	18664	13131
587	18693	13098
588	18725	13066
589	18754	13032
590	18782	12998
591	18808	12962
592	18833	12926
593	18859	12890
594	18886	12855
595	18911	12819
596	18937	12783
597	18965	12749
598	18991	12714
599	19018	12679
600	19044	12643
601	19072	12609
602	19105	12578
603	19139	12548
604	19167	12514
605	19195	12480
606	19222	12445
607	19252	12412
608	19283	12380
609	19312	12347
610	19340	12313
611	19369	12279
612	19397	12245
613	19425	12211
614	19452	12177
615	19479	12143
616	19507	12109
617	19535	12075
618	19564	12041
619	19595	12010
620	19623	11976
621	19670	11954
622	19707	11925
623	19738	11893
624	19771	11863
625	19804	11832
626	19834	11799
627	19863	11766
628	19892	11733
629	19925	11702
630	19954	11668
631	19985	11637
632	20013	11603
633	20040	11569
634	20069	11535
635	20097	11502
636	20130	11471
637	20165	11442
638	20196	11410
639	20229	11378
640	20259	11346
641	20289	11314
642	20318	11281
643	20350	11249
644	20378	11216
645	20407	11183
646	20435	11149
647	20464	11116
648	20493	11083
649	20521	11050
650	20547	11015
651	20573	10981
652	20600	10946
653	20626	10912
654	20653	10878
655	20686	10848
656	20732	10823
657	20760	10790
658	20786	10756
659	20812	10721
660	20839	10687
661	20865	10653
662	20893	10619
663	20919	10585
664	20946	10551
665	20973	10518
666	21001	10484
667	21027	10451
668	21053	10416
669	21080	10383
670	21107	10349
671	21136	10316
672	21173	10288
673	21206	10257
674	21233	10223
675	21260	10189
676	21286	10155
677	21313	10122
678	21339	10088
679	21367	10055
680	21396	10022
681	21428	9991
682	21459	9959
683	21489	9927
684	21517	9894
685	21549	9863
686	21578	9831
687	21608	9799
688	21644	9769
689	21675	9738
690	21709	9707
691	21760	9685
692	21788	9652
693	21815	9618
694	21843	9585
695	21870	9552
696	21896	9518
697	21924	9485
698	21951	9452
699	21978	9419
700	22005	9385
701	22031	9352
702	22059	9319
703	22085	9286
704	22114	9253
705	22141	9220
706	22169	9187
707	22199	9155
708	22234	9125
709	22264	9093
710	22295	9062
711	22322	9029
712	22352	8997
713	22388	8967
714	22419	8936
715	22453	8905
716	22487	8875
717	22518	8844
718	22546	8811
719	22576	8779
720	22605	8747
721	22636	8715
722	22666	8684
723	22699	8653
724	22726	8620
725	22777	8596
726	22807	8564
727	22840	8533
728	22868	8501
729	22901	8470
730	22929	8437
731	22959	8406
732	22988	8373
733	23016	8341
734	23047	8309
735	23075	8277
736	23107	8245
737	23135	8213
738	23166	8181
739	23195	8149
740	23226	8118
741	23260	8087
742	23293	8057
743	23320	8024
744	23347	7991
745	23377	7959
746	23405	7927
747	23432	7894
748	23457	7861
749	23490	7830
750	23518	7797
751	23546	7765
752	23572	7732
753	23601	7700
754	23628	7667
755	23657	7635
756	23686	7603
757	23712	7570
758	23741	7538
759	23794	7514
760	23823	7482
761	23850	7449
762	23876	7416
763	23903	7383
764	23937	7353
765	23970	7322
766	24002	7291
767	24035	7260
768	24066	7229
769	24099	7198
770	24131	7167
771	24161	7135
772	24197	7105
773	24229	7074
774	24266	7044
775	24299	7014
776	24332	6983
777	24365	6952
778	24397	6921
779	24432	6891
780	24465	6860
781	24498	6829
782	24532	6799
783	24568	6768
784	24600	6737
785	24633	6706
786	24670	6676
787	24707	6647
788	24741	6616
789	24778	6586
790	24838	6562
791	24869	6531
792	24905	6501
793	24941	6471
794	24979	6441
795	25011	6409
796	25042	6378
797	25079	6348
798	25109	6316
799	25137	6284
800	25171	6253
801	25198	6221
802	25227	6189
803	25260	6158
804	25296	6127
805	25329	6096
806	25361	6065
807	25389	6033
808	25420	6001
809	25450	5969
810	25478	5937
811	25507	5905
812	25534	5873
813	25563	5841
814	25590	5808
815	25621	5777
816	25650	5745
817	25681	5713
818	25709	5681
819	25739	5650
820	25769	5618
821	25796	5586
822	25841	5557
823	25888	5529
824	25914	5496
825	25943	5465
826	25971	5432
827	25998	5400
828	26030	5369
829	26058	5337
830	26088	5305
831	26116	5273
832	26150	5242
833	26178	5210
834	26208	5178
835	26239	5147
836	26268	5115
837	26300	5084
838	26334	5053
839	26363	5021
840	26395	4990
841	26423	4958
842	26454	4926
843	26482	4894
844	26510	4862
845	26538	4830
846	26569	4799
847	26598	4767
848	26630	4736
849	26659	4704
850	26687	4672
851	26719	4641
852	26747	4609
853	26779	4578
854	26807	4546
855	26837	4514
856	26896	4487
857	26932	4457
858	26960	4425
859	26990	4393
860	27017	4361
861	27047	4330
862	27076	4298
863	27104	4266
864	27132	4234
865	27160	4202
866	27192	4171
867	27219	4139
868	27248	4107
869	27277	4075
870	27310	4044
871	27342	4013
872	27377	3982
873	27410	3951
874	27444	3920
875	27471	3888
876	27501	3857
877	27528	3825
878	27558	3793
879	27587	3761
880	27617	3730
881	27647	3698
882	27674	3666
883	27704	3635
884	27731	3603
885	27763	3572
886	27790	3540
887	27820	3508
888	27848	3477
889	27877	3445
890	27935	3417
891	27970	3386
892	27996	3354
893	28026	3322
894	28053	3291
895	28082	3259
896	28111	3227
897	28138	3196
898	28168	3164
899	28195	3132
900	28225	3101
901	28252	3069
902	28279	3037
903	28310	3006
904	28337	2974
905	28366	2943
906	28402	2912
907	28436	2881
908	28466	2849
909	28493	2818
910	28522	2786
911	28548	2754
912	28577	2723
913	28605	2691
914	28637	2660
915	28664	2628
916	28691	2596
917	28722	2565
918	28750	2534
919	28777	2502
920	28804	2470
921	28831	2439
922	28858	2407
923	28890	2376
924	28917	2344
925	28973	2315
926	29006	2284
927	29036	2252
928	29064	2221
929	29092	2189
930	29121	2158
931	29150	2126
932	29177	2095
933	29204	2063
934	29233	2032
935	29261	2000
936	29292	1969
937	29320	1938
938	29349	1906
939	29377	1875
940	29406	1843
941	29438	1812
942	29470	1781
943	29499	1749
944	29527	1718
945	29558	1687
946	29587	1655
947	29620	1624
948	29647	1593
949	29674	1561
950	29705	1530
951	29734	1499
952	29762	1467
953	29791	1436
954	29817	1405
955	29844	1373
956	29877	1342
957	29905	1311
958	29936	1279
959	29978	1249
960	30026	1218
961	30058	1187
962	30084	1155
963	30111	1124
964	30138	1093
965	30165	1061
966	30199	1030
967	30226	999
968	30253	967
969	30280	936
970	30307	905
971	30334	873
972	30361	842
973	30387	811
974	30415	779
975	30442	748
976	30474	717
977	30505	686
978	30536	655
979	30564	623
980	30595	592
981	30623	561
982	30649	530
983	30677	498
984	30704	467
985	30730	436
986	30757	405
987	30785	373
988	30813	342
989	30840	311
990	30866	280
991	30895	249
992	30923	217
993	30950	186
994	30979	155
995	31047	124
996	31082	93
997	31113	62
998	31144	31
999	31173	0
