iter	RMSE
443	44.76159412
444	44.76033463
445	44.7585459
446	44.75702026
447	44.75606035
448	44.75366787
449	44.75031231
450	44.74766146
451	44.74376271
452	44.74211288
453	44.74045101
454	44.73890584
455	44.73737552
456	44.73464069
457	44.73243925
458	44.73144216
459	44.72956777
460	44.72675362
461	44.72438638
462	44.72298879
463	44.72214478
464	44.72088458
465	44.71891561
466	44.71751269
467	44.71493224
468	44.71318582
469	44.71192999
470	44.70904319
471	44.70790026
472	44.70497616
473	44.70394696
474	44.70302682
475	44.7012264
476	44.69934024
477	44.69710794
478	44.6930086
479	44.69185653
480	44.69065278
481	44.68930179
482	44.68560725
483	44.6842188
484	44.68162681
485	44.67884015
486	44.6768764
487	44.67566568
488	44.67307055
489	44.67083299
490	44.66835889
491	44.66638561
492	44.66348901
493	44.6615863
494	44.6600785
495	44.65832507
496	44.65545514
497	44.65321859
498	44.65174652
499	44.65036568
500	44.64834881
501	44.64564559
502	44.64348656
503	44.64078304
504	44.6393096
505	44.63685828
506	44.63491772
507	44.63213064
508	44.62920905
509	44.62693734
510	44.62443085
511	44.62203789
512	44.62049861
513	44.61881939
514	44.61515704
515	44.6123001
516	44.61134114
517	44.61019636
518	44.60857763
519	44.60610725
520	44.60308011
521	44.60107682
522	44.599278
523	44.59773621
524	44.59581675
525	44.59430536
526	44.59185695
527	44.58958111
528	44.5876159
529	44.58630468
530	44.58474213
531	44.58282232
532	44.57870289
533	44.57746972
534	44.57508843
535	44.57197924
536	44.56901042
537	44.56813619
538	44.56659758
539	44.56366906
540	44.56142878
541	44.56007362
542	44.55887138
543	44.55568372
544	44.55448142
545	44.55223991
546	44.54855461
547	44.5472168
548	44.54537902
549	44.54289473
550	44.54153033
551	44.53629391
552	44.53461606
553	44.53249339
554	44.52951729
555	44.52823933
556	44.52573698
557	44.52452066
558	44.52226239
559	44.51938087
560	44.51617919
561	44.51410763
562	44.51302586
563	44.51152864
564	44.51091222
565	44.50799844
566	44.50506328
567	44.5016886
568	44.49833679
569	44.49606554
570	44.4935396
571	44.49120401
572	44.48949607
573	44.48700423
574	44.48468
575	44.48258769
576	44.48044797
577	44.47949687
578	44.47563305
579	44.47303198
580	44.47056708
581	44.46916214
582	44.46829993
583	44.46609684
584	44.46466284
585	44.46309446
586	44.46060623
587	44.45968882
588	44.45548745
589	44.45340035
590	44.45133563
591	44.45028439
592	44.44842484
593	44.44642286
594	44.44514461
595	44.44309067
596	44.44146097
597	44.43591731
598	44.43426529
599	44.43270037
600	44.43103175
601	44.43003806
602	44.42837863
603	44.42722229
604	44.42565993
605	44.42453202
606	44.42217639
607	44.42065629
608	44.41922887
609	44.41780191
610	44.41658343
611	44.41515435
612	44.41351449
613	44.41139583
614	44.40917858
615	44.40807666
616	44.40643307
617	44.40546582
618	44.40333491
619	44.4013492
620	44.39875276
621	44.39761358
622	44.39636056
623	44.39411186
624	44.39268611
625	44.39072434
626	44.38997729
627	44.38820129
628	44.38707331
629	44.38571303
630	44.38357527
631	44.38227679
632	44.38127512
633	44.38020012
634	44.37908004
635	44.37743946
636	44.37541351
637	44.37306313
638	44.36930293
639	44.36658625
640	44.36118623
641	44.35969755
642	44.35803332
643	44.35606781
644	44.35504868
645	44.35313755
646	44.35009936
647	44.34783436
648	44.34468833
649	44.34363157
650	44.34262587
651	44.34091455
652	44.33919125
653	44.33751613
654	44.33434336
655	44.33314284
656	44.33144547
657	44.3299432
658	44.32674874
659	44.32595775
660	44.32485812
661	44.32373315
662	44.32117245
663	44.31951622
664	44.3184925
665	44.31680329
666	44.31516999
667	44.31290786
668	44.31202858
669	44.30906712
670	44.30816722
671	44.30680509
672	44.30502685
673	44.30307199
674	44.30207707
675	44.30085939
676	44.29847326
677	44.29739263
678	44.2959532
679	44.29474872
680	44.29339678
681	44.29036848
682	44.2885137
683	44.28610833
684	44.28526743
685	44.28371437
686	44.2824702
687	44.28091049
688	44.27952295
689	44.27755152
690	44.2763095
691	44.27417763
692	44.2720069
693	44.27107352
694	44.26896965
695	44.26790602
696	44.26538468
697	44.26321638
698	44.26209608
699	44.26016662
700	44.25753363
701	44.25664982
702	44.25366779
703	44.25262316
704	44.25075054
705	44.25000206
706	44.24844006
707	44.2477002
708	44.24688809
709	44.24480315
710	44.24304629
711	44.24034061
712	44.23676229
713	44.23495536
714	44.23335433
715	44.23251016
716	44.23124116
717	44.22977681
718	44.22508272
719	44.22370887
720	44.2215866
721	44.21995062
722	44.21632255
723	44.21491191
724	44.21333369
725	44.212505
726	44.21127573
727	44.20978691
728	44.20699641
729	44.20494294
730	44.20334052
731	44.20238381
732	44.20046235
733	44.19927661
734	44.19796745
735	44.19705445
736	44.19548537
737	44.19384739
738	44.19185535
739	44.18993851
740	44.1887258
741	44.1846658
742	44.18345089
743	44.18222188
744	44.17947861
745	44.17814082
746	44.17581924
747	44.17434206
748	44.17346945
749	44.17182425
750	44.1699071
751	44.16778594
752	44.16719917
753	44.16590817
754	44.16319284
755	44.16182231
756	44.1608893
757	44.15933344
758	44.15749663
759	44.15667554
760	44.15498517
761	44.15285816
762	44.15177806
763	44.15017406
764	44.1475224
765	44.14606851
766	44.14365129
767	44.14101031
768	44.13910749
769	44.13706414
770	44.13509121
771	44.13355778
772	44.13064417
773	44.12950823
774	44.128148
775	44.12753861
776	44.12536521
777	44.1244825
778	44.12288295
779	44.12178496
780	44.11935317
781	44.11873362
782	44.11766274
783	44.11617083
784	44.11562331
785	44.1139078
786	44.11297106
787	44.11039839
788	44.10859973
789	44.10770064
790	44.10601003
791	44.10523935
792	44.10373885
793	44.10218608
794	44.09932753
795	44.09581057
796	44.09504823
797	44.09369487
798	44.09204912
799	44.09028304
800	44.08885997
801	44.08811546
802	44.08698802
803	44.08567425
804	44.08467091
805	44.08313642
806	44.08166785
807	44.07988612
808	44.0777655
809	44.07598831
810	44.07497253
811	44.07306311
812	44.07152759
813	44.07075073
814	44.07001967
815	44.06890109
816	44.0650033
817	44.06343491
818	44.0614133
819	44.05982227
820	44.0579677
821	44.05697594
822	44.05536349
823	44.05355388
824	44.05217956
825	44.05071684
826	44.04899741
827	44.04778063
828	44.04615493
829	44.0442776
830	44.0434205
831	44.04140624
832	44.03870889
833	44.03607314
834	44.03450091
835	44.03304614
836	44.03167531
837	44.03056911
838	44.02900954
839	44.02785154
840	44.02572614
841	44.02473951
842	44.02388089
843	44.0211051
844	44.02088179
845	44.01926188
846	44.01711309
847	44.01585517
848	44.01426437
849	44.01292576
850	44.01149548
851	44.0092118
852	44.00745297
853	44.00576024
854	44.00431482
855	44.00341344
856	44.00268619
857	44.00101689
858	43.99935708
859	43.99778098
860	43.99614346
861	43.9936385
862	43.9926939
863	43.99157469
864	43.98996865
865	43.98939613
866	43.98741301
867	43.98548795
868	43.98386894
869	43.98283643
870	43.9809923
871	43.97724006
872	43.97597087
873	43.97477039
874	43.97298224
875	43.97114647
876	43.96914071
877	43.96779144
878	43.96691113
879	43.96542416
880	43.96480981
881	43.96392233
882	43.96216411
883	43.9608777
884	43.95994733
885	43.95792963
886	43.95587243
887	43.95482278
888	43.95297168
889	43.95025297
890	43.94849061
891	43.94696088
892	43.94538764
893	43.94315856
894	43.94192225
895	43.94047997
896	43.9386358
897	43.9367369
898	43.93530525
899	43.93431248
900	43.93265386
901	43.92963567
902	43.92874168
903	43.92752971
904	43.92663304
905	43.92513785
906	43.92401137
907	43.9223592
908	43.92018419
909	43.91815525
910	43.91698934
911	43.91561065
912	43.91454081
913	43.91220459
914	43.91058426
915	43.90845515
916	43.90675413
917	43.90604624
918	43.90539
919	43.90336576
920	43.90195671
921	43.90064834
922	43.89862431
923	43.89736585
924	43.89546903
925	43.89406924
926	43.89272019
927	43.88890697
928	43.88839646
929	43.88681008
930	43.88429666
931	43.88319051
932	43.88195417
933	43.88082153
934	43.87966935
935	43.87874607
936	43.87775316
937	43.87621642
938	43.87425127
939	43.87323053
940	43.8720657
941	43.86883037
942	43.86785644
943	43.86672477
944	43.86528892
945	43.86431309
946	43.86303656
947	43.86004575
948	43.85886829
949	43.85734599
950	43.85637342
951	43.85486902
952	43.85333278
953	43.85233277
954	43.85163671
955	43.85091532
956	43.84961083
957	43.8486258
958	43.84669821
959	43.84431452
960	43.842124
961	43.83986796
962	43.83852143
963	43.83698269
964	43.83570805
965	43.83470998
966	43.83309554
967	43.83101181
968	43.82842112
969	43.82481218
970	43.82394845
971	43.82175661
972	43.8198869
973	43.81867072
974	43.81691023
975	43.81490878
976	43.81429944
977	43.81369488
978	43.81209144
979	43.80977868
980	43.80788132
981	43.80558429
982	43.80449201
983	43.80321545
984	43.80209152
985	43.80147734
986	43.80042687
987	43.79816418
988	43.79638285
989	43.79448983
990	43.79291596
991	43.7910795
992	43.78977971
993	43.78823459
994	43.78712583
995	43.78538623
996	43.78431184
997	43.7832335
998	43.78106219
999	43.77896781
