iter	Passed	Remaining
215	9994	36275
216	10040	36228
217	10099	36227
218	10146	36184
219	10192	36136
220	10233	36073
221	10269	35990
222	10307	35913
223	10352	35863
224	10378	35749
225	10421	35692
226	10465	35639
227	10494	35534
228	10550	35521
229	10595	35472
230	10639	35418
231	10684	35370
232	10729	35320
233	10774	35270
234	10817	35213
235	10858	35151
236	10902	35098
237	10947	35051
238	10992	34999
239	11036	34950
240	11094	34940
241	11139	34890
242	11187	34850
243	11227	34785
244	11269	34726
245	11312	34674
246	11357	34622
247	11402	34573
248	11445	34520
249	11490	34471
250	11542	34444
251	11599	34429
252	11654	34411
253	11700	34365
254	11752	34336
255	11797	34287
256	11847	34251
257	11895	34211
258	11951	34192
259	12005	34168
260	12057	34141
261	12115	34128
262	12162	34084
263	12213	34050
264	12260	34005
265	12311	33972
266	12371	33964
267	12429	33949
268	12475	33902
269	12527	33871
270	12576	33829
271	12628	33800
272	12657	33705
273	12707	33669
274	12762	33645
275	12807	33596
276	12863	33574
277	12912	33536
278	12958	33486
279	13003	33436
280	13045	33380
281	13090	33329
282	13148	33312
283	13192	33261
284	13238	33212
285	13296	33194
286	13342	33147
287	13390	33104
288	13443	33074
289	13490	33029
290	13536	32981
291	13581	32930
292	13627	32882
293	13685	32864
294	13727	32807
295	13772	32755
296	13814	32698
297	13858	32647
298	13903	32596
299	13946	32541
300	13989	32486
301	14024	32413
302	14069	32364
303	14125	32340
304	14167	32283
305	14210	32228
306	14246	32158
307	14291	32108
308	14334	32055
309	14377	32001
310	14422	31951
311	14467	31901
312	14512	31852
313	14556	31802
314	14584	31715
315	14635	31679
316	14670	31609
317	14712	31552
318	14759	31508
319	14802	31454
320	14844	31401
321	14889	31351
322	14934	31302
323	14976	31246
324	15022	31200
325	15066	31149
326	15113	31104
327	15170	31081
328	15214	31030
329	15249	30960
330	15290	30905
331	15334	30854
332	15379	30804
333	15421	30751
334	15462	30694
335	15507	30645
336	15551	30594
337	15577	30510
338	15623	30463
339	15645	30369
340	15687	30316
341	15729	30263
342	15768	30203
343	15812	30153
344	15854	30100
345	15898	30050
346	15942	30001
347	15979	29939
348	16024	29891
349	16066	29837
350	16108	29784
351	16162	29754
352	16204	29701
353	16237	29630
354	16278	29577
355	16318	29519
356	16362	29471
357	16406	29422
358	16435	29346
359	16477	29294
360	16520	29242
361	16565	29194
362	16609	29147
363	16651	29094
364	16696	29046
365	16740	28999
366	16782	28946
367	16825	28896
368	16874	28855
369	16912	28797
370	16965	28763
371	17011	28718
372	17055	28670
373	17100	28622
374	17144	28574
375	17200	28545
376	17239	28488
377	17284	28441
378	17330	28396
379	17374	28347
380	17414	28293
381	17459	28245
382	17500	28191
383	17544	28145
384	17589	28097
385	17635	28052
386	17679	28003
387	17722	27953
388	17764	27902
389	17804	27848
390	17849	27801
391	17899	27762
392	17942	27712
393	17972	27643
394	18015	27593
395	18054	27537
396	18100	27493
397	18145	27445
398	18188	27397
399	18248	27372
400	18293	27325
401	18338	27279
402	18384	27234
403	18429	27188
404	18475	27143
405	18521	27097
406	18547	27023
407	18592	26977
408	18621	26908
409	18666	26861
410	18706	26807
411	18748	26757
412	18794	26713
413	18836	26661
414	18876	26608
415	18924	26566
416	18969	26521
417	19014	26475
418	19054	26421
419	19100	26376
420	19143	26328
421	19187	26280
422	19249	26257
423	19293	26210
424	19337	26162
425	19377	26110
426	19418	26058
427	19463	26012
428	19509	25966
429	19554	25920
430	19584	25855
431	19628	25808
432	19669	25756
433	19711	25706
434	19749	25651
435	19794	25605
436	19827	25544
437	19872	25498
438	19896	25425
439	19940	25379
440	19990	25339
441	20034	25292
442	20078	25245
443	20120	25195
444	20166	25151
445	20211	25105
446	20277	25086
447	20324	25043
448	20370	24997
449	20416	24953
450	20461	24907
451	20506	24861
452	20539	24801
453	20583	24754
454	20623	24703
455	20668	24656
456	20708	24605
457	20746	24551
458	20789	24503
459	20832	24455
460	20870	24402
461	20913	24353
462	20958	24307
463	21001	24260
464	21051	24220
465	21088	24165
466	21131	24118
467	21175	24071
468	21219	24024
469	21274	23990
470	21321	23947
471	21365	23900
472	21408	23852
473	21451	23804
474	21496	23758
475	21540	23712
476	21587	23669
477	21632	23623
478	21675	23576
479	21717	23527
480	21761	23480
481	21805	23434
482	21847	23384
483	21892	23340
484	21936	23293
485	21980	23246
486	22025	23201
487	22074	23160
488	22117	23112
489	22162	23066
490	22204	23018
491	22249	22973
492	22310	22943
493	22355	22898
494	22400	22853
495	22440	22802
496	22486	22757
497	22531	22712
498	22575	22665
499	22618	22618
500	22662	22572
501	22707	22526
502	22750	22478
503	22790	22428
504	22832	22380
505	22873	22330
506	22916	22283
507	22957	22234
508	22999	22186
509	23045	22141
510	23069	22075
511	23109	22026
512	23148	21975
513	23191	21928
514	23234	21880
515	23267	21824
516	23312	21779
517	23374	21750
518	23407	21693
519	23454	21650
520	23505	21610
521	23550	21565
522	23594	21519
523	23634	21469
524	23677	21422
525	23723	21377
526	23767	21331
527	23812	21286
528	23856	21241
529	23898	21193
530	23944	21148
531	23986	21100
532	24028	21053
533	24070	21005
534	24115	20960
535	24161	20916
536	24209	20873
537	24251	20825
538	24292	20777
539	24336	20730
540	24400	20702
541	24440	20652
542	24484	20606
543	24529	20561
544	24574	20516
545	24607	20461
546	24650	20414
547	24693	20367
548	24733	20318
549	24776	20271
550	24820	20225
551	24860	20176
552	24902	20129
553	24947	20083
554	24988	20036
555	25034	19991
556	25078	19945
557	25106	19887
558	25150	19841
559	25194	19795
560	25240	19751
561	25284	19705
562	25332	19663
563	25373	19615
564	25438	19585
565	25484	19541
566	25529	19496
567	25574	19451
568	25621	19407
569	25649	19349
570	25690	19301
571	25733	19255
572	25780	19211
573	25822	19164
574	25866	19118
575	25909	19071
576	25954	19027
577	25998	18981
578	26039	18933
579	26084	18888
580	26128	18843
581	26173	18798
582	26212	18749
583	26258	18704
584	26306	18661
585	26349	18615
586	26391	18568
587	26450	18533
588	26499	18491
589	26548	18448
590	26594	18404
591	26639	18359
592	26680	18312
593	26727	18268
594	26771	18222
595	26812	18174
596	26847	18123
597	26886	18074
598	26930	18028
599	26972	17981
600	27017	17936
601	27058	17889
602	27103	17844
603	27146	17797
604	27188	17751
605	27229	17703
606	27275	17659
607	27311	17608
608	27357	17564
609	27397	17516
610	27459	17482
611	27525	17450
612	27575	17409
613	27621	17364
614	27673	17324
615	27721	17280
616	27754	17228
617	27799	17183
618	27846	17139
619	27897	17098
620	27950	17058
621	27978	17002
622	28028	16961
623	28080	16920
624	28119	16871
625	28172	16831
626	28224	16790
627	28271	16746
628	28321	16704
629	28385	16670
630	28431	16626
631	28487	16587
632	28566	16562
633	28619	16521
634	28664	16476
635	28702	16427
636	28747	16381
637	28771	16324
638	28812	16277
639	28854	16230
640	28899	16185
641	28941	16138
642	28986	16093
643	29031	16048
644	29061	15994
645	29103	15948
646	29151	15904
647	29195	15859
648	29243	15815
649	29287	15770
650	29335	15726
651	29381	15681
652	29430	15639
653	29477	15594
654	29521	15549
655	29598	15520
656	29647	15478
657	29695	15434
658	29740	15389
659	29787	15344
660	29834	15301
661	29880	15256
662	29923	15210
663	29967	15164
664	30012	15118
665	30062	15076
666	30104	15029
667	30150	14985
668	30195	14939
669	30237	14892
670	30281	14847
671	30306	14792
672	30351	14747
673	30397	14702
674	30439	14655
675	30491	14614
676	30537	14569
677	30606	14535
678	30652	14491
679	30698	14446
680	30742	14400
681	30785	14354
682	30824	14306
683	30863	14258
684	30904	14211
685	30949	14166
686	30990	14119
687	31030	14072
688	31073	14025
689	31113	13978
690	31158	13933
691	31202	13887
692	31244	13841
693	31289	13796
694	31332	13750
695	31378	13705
696	31423	13660
697	31471	13616
698	31520	13573
699	31556	13524
700	31601	13478
701	31694	13454
702	31738	13408
703	31781	13362
704	31826	13317
705	31870	13271
706	31915	13226
707	31955	13179
708	31989	13129
709	32032	13083
710	32072	13036
711	32114	12990
712	32158	12944
713	32200	12898
714	32241	12851
715	32286	12806
716	32326	12759
717	32371	12714
718	32417	12669
719	32462	12624
720	32505	12578
721	32549	12533
722	32599	12489
723	32644	12444
724	32777	12432
725	32823	12388
726	32862	12340
727	32907	12295
728	32952	12249
729	32986	12200
730	33030	12154
731	33075	12109
732	33114	12062
733	33158	12016
734	33202	11970
735	33244	11924
736	33288	11878
737	33329	11832
738	33374	11787
739	33419	11741
740	33457	11694
741	33500	11648
742	33541	11601
743	33584	11556
744	33625	11509
745	33670	11464
746	33712	11418
747	33798	11386
748	33839	11340
749	33883	11294
750	33924	11247
751	33968	11202
752	34012	11156
753	34055	11111
754	34100	11065
755	34144	11020
756	34189	10974
757	34229	10928
758	34268	10881
759	34309	10834
760	34349	10787
761	34389	10741
762	34433	10695
763	34475	10649
764	34518	10603
765	34561	10557
766	34601	10511
767	34644	10465
768	34688	10420
769	34734	10375
770	34797	10335
771	34848	10291
772	34882	10243
773	34926	10198
774	34970	10152
775	35015	10107
776	35056	10061
777	35101	10016
778	35133	9967
779	35174	9920
780	35217	9875
781	35259	9829
782	35300	9783
783	35340	9736
784	35361	9685
785	35386	9634
786	35428	9588
787	35471	9542
788	35513	9497
789	35543	9448
790	35586	9402
791	35629	9357
792	35674	9312
793	35725	9268
794	35769	9223
795	35811	9177
796	35890	9141
797	35937	9096
798	35979	9051
799	36018	9004
800	36058	8958
801	36086	8909
802	36130	8863
803	36174	8818
804	36216	8772
805	36262	8728
806	36303	8682
807	36346	8636
808	36384	8590
809	36424	8544
810	36468	8498
811	36513	8453
812	36557	8408
813	36602	8363
814	36643	8317
815	36684	8271
816	36727	8226
817	36771	8181
818	36816	8136
819	36864	8092
820	36929	8051
821	36972	8006
822	37012	7960
823	37052	7914
824	37091	7867
825	37135	7822
826	37176	7776
827	37216	7731
828	37258	7685
829	37302	7640
830	37343	7594
831	37386	7549
832	37429	7503
833	37470	7458
834	37514	7412
835	37557	7367
836	37600	7322
837	37641	7276
838	37685	7231
839	37727	7186
840	37773	7141
841	37809	7094
842	37853	7049
843	37899	7005
844	37991	6968
845	38035	6923
846	38079	6878
847	38123	6833
848	38167	6788
849	38211	6743
850	38255	6698
851	38296	6652
852	38333	6606
853	38379	6561
854	38423	6516
855	38469	6471
856	38510	6425
857	38553	6380
858	38596	6335
859	38638	6289
860	38682	6244
861	38724	6199
862	38765	6154
863	38804	6108
864	38847	6062
865	38896	6018
866	38937	5973
867	39034	5936
868	39081	5891
869	39122	5845
870	39164	5800
871	39204	5754
872	39243	5708
873	39289	5664
874	39329	5618
875	39374	5573
876	39408	5527
877	39448	5481
878	39494	5436
879	39537	5391
880	39576	5345
881	39616	5300
882	39664	5255
883	39703	5210
884	39748	5165
885	39774	5117
886	39816	5072
887	39863	5027
888	39906	4982
889	39936	4935
890	39983	4891
891	40076	4852
892	40122	4807
893	40165	4762
894	40199	4716
895	40232	4669
896	40273	4624
897	40317	4579
898	40358	4534
899	40403	4489
900	40443	4443
901	40488	4398
902	40532	4353
903	40577	4309
904	40621	4264
905	40665	4219
906	40706	4173
907	40751	4129
908	40790	4083
909	40833	4038
910	40876	3993
911	40916	3948
912	40947	3901
913	40996	3857
914	41058	3814
915	41126	3771
916	41170	3726
917	41210	3681
918	41254	3636
919	41293	3590
920	41337	3545
921	41363	3499
922	41406	3454
923	41447	3409
924	41491	3364
925	41530	3318
926	41569	3273
927	41614	3228
928	41659	3183
929	41704	3139
930	41749	3094
931	41790	3049
932	41835	3004
933	41876	2959
934	41904	2913
935	41946	2868
936	41989	2823
937	42035	2778
938	42080	2733
939	42171	2691
940	42215	2646
941	42258	2601
942	42299	2556
943	42338	2511
944	42377	2466
945	42421	2421
946	42460	2376
947	42501	2331
948	42546	2286
949	42583	2241
950	42624	2196
951	42668	2151
952	42711	2106
953	42754	2061
954	42794	2016
955	42837	1971
956	42880	1926
957	42924	1881
958	42967	1837
959	43008	1792
960	43047	1746
961	43097	1702
962	43159	1658
963	43243	1614
964	43283	1569
965	43325	1524
966	43363	1479
967	43413	1435
968	43462	1390
969	43512	1345
970	43563	1301
971	43610	1256
972	43656	1211
973	43707	1166
974	43753	1121
975	43804	1077
976	43860	1032
977	43910	987
978	43956	942
979	44010	898
980	44064	853
981	44110	808
982	44159	763
983	44244	719
984	44293	674
985	44330	629
986	44383	584
987	44435	539
988	44492	494
989	44538	449
990	44581	404
991	44627	359
992	44667	314
993	44708	269
994	44750	224
995	44795	179
996	44829	134
997	44871	89
998	44912	44
999	44952	0
